title,frequency,text_unit_ids
EVIL COMPLEXION,1,[0]
EVIL EYE,1,[0]
EX,1,[0]
EXACT NOTICE,1,[0]
EXCITING COURAGE,1,[0]
EXCITING HOPE,1,[0]
EXCOMMUNICATION,1,[1]
EXPERIENCE TELS,1,[0]
EXPERIMENTAL TREATISE,1,[1]
EXPERIMENTS,1,[0]
EXTREAM CAUTELOUS HEREIN,1,[0]
EXTRINSECAL OBJECTS,1,[0]
F O,1,[1]
FACE WITHALL,1,[1]
FAITH,1,[1]
FAMOUS AMONGST,1,[0]
FAREWELL,1,[1]
FASCICULUS FLORUM,1,[1]
FASTING,1,[1]
FATHER,1,[1]
FEAVER,1,[0]
FEAVERS,1,[1]
FEAVOR,1,[1]
FEBRIBUS,1,[0]
FECIS,1,[1]
FELIX WORTZ,1,[1]
FEMALE PALM-TREES,1,[0]
FIERY VIRTUE,1,[1]
FIGURATIONS,1,[0]
FIGURATIVE WORDS,1,[1]
FIGURES,1,[0]
FIRE RESOLVES,1,[1]
FIRE SEPARATES,1,[1]
FIXT PROPORTION,1,[1]
FLEECE,1,[1]
FLORUS ANGLICUS,1,[1]
FLUENCES WORK,1,[0]
FORCEABLE IMAGINATIONS,1,[0]
FORE-SAID OYL,1,[1]
FORESAID METALS,1,[1]
FOURTH POPE,1,[0]
FRAMES,1,[0]
FRANCE,1,[0]
FRANCIS,1,[0]
FRANCISCAN MONK,1,[0]
FREE AIR HEREAFTER,1,[0]
FRIAR,1,[0]
FRIER,1,[0]
FRIER BACON,1,[1]
FRYER,1,[0]
FRYERS,1,[0]
FUGITIVE SERVANT,1,[1]
FURTHEST ATTAINMENT,1,[0]
GABRIEL POWEL,1,[0]
GAIUS,1,[1]
GALEN,2,"[0, 1]"
GAMALIEL,1,[1]
GAMDENS REMAINS,1,[1]
GARISON,1,[0]
GAZERS EFFECT,1,[0]
GENT,1,[1]
GEO,1,[1]
GEOMETRICAL CHARACTERS,1,[1]
GEORGE STROAD,1,[1]
GERMANY,1,[1]
GIDEON,1,[0]
GIORDANO BRUNO,1,[1]
GLAS-SES,1,[0]
GLASSES,1,[0]
GOATS-SKINS,1,[1]
GOD,2,"[0, 1]"
GODSCROFT,1,[1]
GOLDEN VESSEL,1,[1]
GOOD WAY,1,[1]
GOSPEL,1,[1]
GRALLE,1,[1]
GRAMMAR,1,[1]
GRAY HAIRES,1,[1]
GREAT EFFICACY,1,[0]
GREAT EFFLUX,1,[0]
GREAT IMPOSSIBILITY,1,[1]
GREAT KING,1,[1]
GREAT OBSCURITY AMONGST,1,[1]
GREAT UNDERTAKINGS,1,[0]
GRECIAN,1,[0]
GRETIS POEMATA,1,[1]
GRISE KNIGHT,1,[1]
HAMBURG,1,[1]
HANDSOME SLEIGHT,1,[0]
HARMONIOUS CONSENT,1,[1]
HARTS,1,[1]
HATH POWER,1,[1]
HATH SHUT,1,[1]
HEALTH EXACTS,1,[1]
HEART,1,[0]
HEATHEN ASTRONOMER,1,[0]
HEAVEN,1,[1]
HEAVENLY SEAL,1,[1]
HEAVENS,2,"[0, 1]"
HEAVY THINGS,1,[0]
HEBREW,1,[1]
HEBREW TONGUE,1,[1]
HEBREW TONGUES,1,[0]
HEBREWES,1,[1]
HEBREWS,1,[1]
HEE,1,[1]
HEINSIUS,1,[1]
HELVICUS COLLOQUIES,1,[1]
HENCE,1,[0]
HENCE OVID,1,[0]
HERBERTS DEVOTIONS,1,[1]
HERBS,1,[1]
HEREUPON ARTEFIUS,1,[1]
HERMES TRISMEGISTUS,1,[1]
HIDEOUS NOISE,1,[0]
HIGH TIME,1,[1]
HINDE,1,[1]
HIPPOCRATES,1,[1]
HISTORICALL COLLECTIONS,1,[1]
HISTORY,1,[1]
HOPE THOU WILT ADORE,1,[0]
HORSES,1,[0]
HOT IRONS,1,[0]
HOT LIQUOR,1,[1]
HOT PLACE,1,[1]
HOT WATER,1,[1]
HOT WATERS,1,[1]
HUMANE AFFAIRS,1,[0]
HUMANE AUTHORITY,1,[0]
HUMIDITY OVERFLOWS,1,[1]
IDIOISMES,1,[1]
IDOL,1,[1]
IGNIS GRACUS,1,[0]
IGNORANT CREW,1,[0]
IGNORANT HEREOF,1,[1]
IMPRESSIONS,1,[0]
IN,2,"[0, 1]"
IN-,1,[1]
INANIMATE CREATURES,1,[0]
INANIMATE THINGS,1,[0]
INCREDIBLE DISTANCE,1,[0]
INCREDIBLE KNOWLEDGE,1,[0]
INEFFIBLE SPECTACLE,1,[0]
INESTIMABLE CRACKINGS,1,[0]
INESTIMABLE SWIFTNESSE,1,[0]
INFINITE OTHERS,1,[0]
INFINITE PRODIGIES,1,[0]
INFIRMITY YEELDS OBEDIENCE,1,[0]
INGENIOUS HEADS,1,[1]
INSENSIBILE,1,[1]
INSTRUMENT,1,[0]
INSTRUMENTS,1,[0]
INTENT FANCIES,1,[0]
INTERIOUR PARTS,1,[1]
INTRODUCTORII MAJORIS,1,[1]
INVOCATION,1,[0]
INVOCATIONS,1,[0]
INWARD PARTS,1,[0]
IRON,1,[0]
IRON AGE,1,[1]
ISAAC,1,[0]
ISFIELD,1,[1]
JAMES,1,[1]
JO,2,"[0, 1]"
JOHN BALLEUS,1,[0]
JOHN GERHARD VOSSIUS,1,[0]
JOHN GLUMBLEDON,1,[1]
JOHN NICHOLSON,1,[1]
JOHN WECKER DR,1,[0]
JOSEPHUS,1,[1]
JUDGE BETWIXT,1,[0]
JUDICIOUS EYE,1,[0]
JUGLER,1,[0]
JUNIPER LECTURE,1,[1]
KEEPER,1,[1]
KINGDOMS,1,[0]
L O,1,[0]
LAMBERT WOOD,1,[1]
LAMPS,1,[0]
LAMY MINISTER,1,[1]
LANDS,1,[1]
LARGE OCTAVO,1,[1]
LATE,1,[1]
LATE UNHAPPY DIFFERENCES,1,[1]
LATINE,2,"[0, 1]"
LATITUDE,1,[0]
LAXATIVE MEDICINE,1,[1]
LEAD,1,[1]
LEPROSIE,1,[0]
LEPROUS PERSON,1,[0]
LETTERS ALTOGETHER,1,[1]
LETTERS ASSURES,1,[1]
LETTICES,1,[1]
LIB,1,[0]
LIBERAL BELIEF,1,[0]
LIGHT ASSATION,1,[1]
LIGHTING,1,[0]
LIGHTNING,1,[1]
LIKE NATURE,1,[0]
LINES,1,[1]
LINGUS,1,[1]
LOAD-STONE,1,[0]
LOADSTONE,1,[0]
LOFTY HIGH FLOWN EXPRESSIONS,1,[0]
LOND,1,[1]
LONDON,1,[1]
LONG LIFE,2,"[0, 1]"
LONGITUDE,1,[0]
LOVES,1,[1]
LOZIO,1,[1]
M O,1,[0]
MA-,1,[1]
MAGICAL,1,[0]
MAGICAL FOPPERIES,1,[0]
MAGICAL ILLUSIONS,1,[0]
MAGICIANS,1,[0]
MAGICK,2,"[0, 1]"
MAGNIFICENT DESIGNE,1,[0]
MAJESTY,1,[1]
MAJOR PART,1,[1]
MALTHA,1,[0]
MAN HOARSE,1,[0]
MAN KIND,1,[1]
MAN PLEASETH,1,[0]
MAN SHUTTS,1,[1]
MANICLES,1,[0]
MANIFOLD EXPERIENCE HATH,1,[0]
MANIFOLD INCONVENIENCE,1,[1]
MANNER,1,[1]
MANS BODY,1,[1]
MANS REDEMPTION,1,[1]
MARES,1,[0]
MARKES,1,[1]
MARRINERS COMPANION,1,[1]
MARY,1,[1]
MATHE-MATICIAN,1,[0]
MATHEMATICKS,1,[0]
MATTER HATH,1,[1]
ME-,1,[1]
MEAT,1,[1]
MED,1,[1]
MEDICANTE,1,[0]
MEDICINE,2,"[0, 1]"
MEDITATIONS,1,[1]
MEDIUM,1,[1]
MEER HUMANE,1,[1]
MELANCHOLIA,1,[1]
MEMORY,1,[0]
MEN,1,[0]
MEN AFFIRME,1,[1]
MENS TIME,1,[0]
MENSTRUOUS WOMAN,1,[0]
MERTON-COLLEDG,1,[0]
MESSIAH MAG-,1,[1]
METEOR,1,[0]
METHODICAL PROCEDURE,1,[1]
MIDST WHEREOF,1,[0]
MILITARY GOVERNMENT,1,[1]
MIND,1,[1]
MIND HEREBY,1,[0]
MIND RESTS,1,[1]
MINERALS,1,[1]
MINUTE VOLUMNE,1,[0]
MIRABILI BUS MUNDI,1,[0]
MIRACLE,1,[0]
MIRACLES,1,[1]
MIRANDULA,1,[0]
MIRTH,1,[1]
MO-,1,[1]
MOIST FIRE,1,[1]
MOIST PLACE,1,[1]
MOLLIUS,1,[1]
MONARCHIES,1,[1]
MONASTERY,1,[0]
MONK,1,[0]
MONKS,1,[0]
MOON,1,[0]
MORAL,1,[0]
MORANLICUS,1,[0]
MORNING,1,[0]
MORTALITY,1,[1]
MOTION,1,[1]
MOULDINGS,1,[0]
MOULIN,1,[1]
MOVES ARTIFICIALL,1,[0]
MR PAUL DAINE,1,[1]
MR PINCHIN,1,[1]
MULSUM,2,"[0, 1]"
MUSCOVIA,1,[1]
MUSICK,1,[0]
MUTUAL CONCURRENCE,1,[0]
MUTUAL DISPOSITION,1,[0]
MUTUAL IMBRACEMENT,1,[0]
MYSTERY,1,[1]
N D,1,[0]
N G FRYER,1,[0]
N T E N T,1,[0]
NAL UPRIGHTNESS,1,[1]
NAPHTHA,1,[0]
NAT,1,[0]
NATION,1,[1]
NATURAL ACTIVITY,1,[0]
NATURAL COLOUR,1,[0]
NATURAL DIURNAL MOTION,1,[0]
NATURAL HEAT,1,[0]
NATURAL OPERATIONS,1,[0]
NATURAL UNION,1,[1]
NATURAL VIRTUE,1,[0]
NATURE,2,"[0, 1]"
NATURES,1,[0]
NECESSARIES,1,[1]
NECK,1,[0]
NECROMANCY,1,[0]
NEGROMACY,1,[0]
NETSCAPE HTML,1,[0]
NEW TESTAMENT,1,[1]
NEW WORKS,1,[0]
NI FALLOR MALE IMPRIMITUR AUT DEBET ESSE PURA AUT PUTRES,1,[1]
NICHOLAS LOCKYER,1,[1]
NIGHT-SEARCH,1,[1]
NINEVEH,1,[1]
NOBLE CORPOREITY,1,[0]
NOCT,1,[1]
NON MORI,1,[1]
NORHERN,1,[0]
NOS,1,[0]
NOVEMBER,1,[0]
NULLITY,2,"[0, 1]"
NUMB,1,[0]
O F,1,[0]
OBJECTION,1,[1]
OBSERVATIONS,1,[1]
OBSTINATE,1,[1]
OCTAVIUS AUGUSTUS,2,"[0, 1]"
OCTO SEILICET EX ADMIXTIONE ARGENTICUM AURO,1,[0]
OINTMENT,1,[1]
OLD AGE,2,"[0, 1]"
OLD DATE,1,[0]
OLD TESTAMENT,1,[0]
OLEUM,1,[0]
OLIBANUM,1,[1]
OLIO,1,[1]
ONES ACTION,1,[1]
ONES THUMB,1,[0]
OPEN PASSAGES,1,[0]
ORAIONIS,1,[0]
ORDINARY AGE,1,[1]
ORDINARY CAPACITY,1,[1]
ORDINARY TRUTHS,1,[1]
ORIZONS,1,[0]
OTHERS WISDOME,1,[0]
OUTWARD MATTERS,1,[0]
OVID,1,[1]
OWN EXPERIENCE ASSURES,1,[0]
OWN FANCY,1,[1]
OWN INGENUITY,1,[1]
OWN ORDER,1,[0]
OWN VIRTUE,1,[0]
OX,1,[1]
OXFORD,1,[0]
OYL,2,"[0, 1]"
OYLS,1,[1]
PANACEA,1,[1]
PARIS,1,[0]
PARTICULAR AGENTS,1,[0]
PARTICULAR PERSON,1,[0]
PARTICULATE MAN,1,[1]
PARTS THEREOF,1,[1]
PASSIONS,1,[1]
PATIENT,1,[0]
PAUL,1,[1]
PAUL BAINE,1,[1]
PAULS CHURCH-YARD,1,[1]
PEARL,1,[1]
PEARLES,1,[1]
PEARLS,1,[1]
PECULIAR SEASONS,1,[0]
PECUS EARL,1,[0]
PEDIGREE,1,[1]
PERSPE-,1,[0]
PERSPECTIVE,1,[0]
PERSPECTIVE ARTIFICIAL EXPERIENCE,1,[0]
PERSPECTIVE ARTIFICIAL EXPERIMENTS,1,[0]
PETROLEI,1,[0]
PETROLEUM,1,[0]
PHANTASME,1,[0]
PHENIX,1,[0]
PHILOSO,1,[1]
PHILOSOPHER,1,[0]
PHILOSOPHERS,2,"[0, 1]"
PHILOSOPHERS EGGE,2,"[0, 1]"
PHILOSOPHICAL,1,[0]
PHILOSOPHY,1,[0]
PHOENIX,1,[1]
PHYSICAL FIGURATION,1,[0]
PHYSICALL RARITIES,1,[1]
PHYSICIAN,1,[0]
PHYSICK,2,"[0, 1]"
PIETY,1,[1]
PIOUS MAN,1,[1]
PISTILLO,1,[1]
PLAIN COUNTRY MEN,1,[1]
PLAIN EXPOSITION,1,[1]
PLATO,1,[1]
PLIN,1,[0]
PLINY,1,[0]
PLOW-MAN,1,[1]
POINTS,1,[1]
POISONOUS INFECTIOUS INFLUENCES,1,[0]
POLITICK,1,[1]
POLLIO,2,"[0, 1]"
POLY,1,[0]
PONTO,1,[1]
POOR MANS,1,[1]
POPE CLEMENT,1,[0]
POPERY,1,[1]
POPES,2,"[0, 1]"
POPULAR,1,[0]
PORTER,1,[1]
POSITION,1,[1]
POSITIVE PERIOD,1,[1]
POSSELIUS APOTHEGMES,1,[1]
POSTERITY,1,[0]
POTENCIES EXCLUDES ACTION,1,[1]
POTENS,1,[1]
PRACTICES WHEREIN,1,[0]
PRACTICKS,1,[0]
PRAYER,1,[1]
PRAYERS USEFULL,1,[1]
PRECIOUS STONES,1,[0]
PREFACE,1,[0]
PREJUDATE,1,[0]
PRESENCE EXHILERATE,1,[0]
PRESTIFEROUS BREATHINGS,1,[0]
PREVIOUS,1,[1]
PRIMITIVE VIRTUE,1,[0]
PRIMUS MODUS,1,[0]
PRINCIPAL AGENT DOTH,1,[0]
PRINCIPLE POUDER,1,[1]
PRINCIPLES,1,[1]
PRINTED,1,[0]
PRISONER,1,[1]
PRIVATE PROFIT,1,[0]
PROBATUMS,1,[0]
PROFESSOURS,1,[0]
PROLOGATION,1,[0]
PROLONGATION,2,"[0, 1]"
PROPER BODY,1,[0]
PROPER CORRUPTION,1,[1]
PROPER ENDS,1,[1]
PROPER MALADY,1,[1]
PROPER OPPORTUNITIES,1,[0]
PROPER PRINCIPLES,1,[1]
PROTESTANT REFORMED CHURCHES,1,[1]
PROVERBS,1,[1]
PROVOST,1,[1]
PRUDENT MAN,1,[0]
PRUDENT MEN,1,[0]
PUPILLA DUPLEX,1,[0]
PURE GOLD,1,[0]
PURE HUMIDITY,1,[1]
PURE SPIRITS WHOLSOME,1,[0]
PYRAMID,1,[1]
QUADRATURE,1,[1]
QUALITATIS,1,[0]
QUARTO,1,[1]
QUARTO SMALL,1,[1]
QUEENS,1,[1]
QUID,1,[0]
R T,1,[0]
R T E,1,[1]
RATIONAL SOUL,1,[0]
READ,1,[0]
READERS,1,[0]
READY SET,1,[1]
REASON,2,"[0, 1]"
REASONABLE MEN,1,[1]
REASONS,2,"[0, 1]"
REBELLION,1,[1]
RECONCILED,1,[1]
RECONCILER,1,[1]
REFORMATION,1,[1]
REGARD TRUTH,1,[0]
REGIMENT,1,[1]
REGION,1,[0]
REIGN,1,[1]
REIGNE,1,[1]
RELATION,1,[1]
RELIGION,1,[1]
RELIGIOUS MEN,1,[0]
REMANEANT,1,[1]
RENDING CHURCH-MEMBER REGULARLY,1,[1]
REPENTANCE,1,[1]
RESOLUTION,1,[1]
RESOLVE,1,[1]
REST,1,[1]
RESURRECTION,1,[1]
RETENTION,1,[1]
REVOLUTION,1,[1]
RIGHT SERIES,1,[1]
RIGHT USE,1,[1]
RITORIOUS PRICE,1,[1]
RIVERS,1,[0]
ROGER BACON,1,[0]
ROGER BACON INDEX,1,[1]
ROMANCE,1,[1]
ROME,1,[0]
RUSSIA,1,[1]
SACRED TEXTS,1,[1]
SAFFRON-CHEESE,1,[1]
SAIL WITHALL,1,[0]
SAINTS,1,[1]
SALAMANDERS,1,[0]
SALT WATER VESSELS,1,[0]
SALTPETER,2,"[0, 1]"
SAMUEL RUTHERFORD PROFESSOR,1,[1]
SARACENS,1,[1]
SARCOCOLLA,1,[1]
SCHEAMS,1,[1]
SCOTLAND,1,[1]
SCRIPTURE,1,[1]
SCYTHIA,1,[0]
SEA TIDES,1,[0]
SEAMAN,1,[1]
SEATOWNS,1,[0]
SECRET OPERATION O F,1,[0]
SECRET OPERATIONS,1,[0]
SECRET PLACES,1,[0]
SECRETA SECRETARUM,1,[1]
SECRETS,2,"[0, 1]"
SELDEN,1,[0]
SELECT SEASONS,1,[0]
SENSIBLE CREATURES,1,[0]
SENSIBLE PROFIT,1,[0]
SENSIBLES,1,[1]
SEPTEM MODI AURI,1,[0]
SHEEPS-PELTS,1,[1]
SHRUB,1,[1]
SIBBS,1,[1]
SICILY,1,[1]
SICK PERSONS,1,[0]
SIGILLIS,1,[0]
SIGNIFICATA,1,[1]
SIGNS,1,[1]
SILENT HEREIN,1,[1]
SIMON MILLER,2,"[0, 1]"
SINT DECEM,1,[0]
SIR RICHARD BAKER,1,[1]
SIR ROBERT,1,[1]
SIXTEEN PARTS,1,[0]
SLEEP,1,[1]
SLIGHT FIRE,1,[1]
SMALL FOLIO,1,[1]
SMALL OCTAVO,1,[1]
SMALL VALUE,1,[1]
SMITH,1,[1]
SMITTEN ASUNDER,1,[1]
SOLD,1,[1]
SOLIN,1,[0]
SOLINUS,1,[0]
SOLOMON,1,[0]
SONNE,1,[1]
SOPHISMES,1,[1]
SOUL CONQUERS,1,[0]
SOUL SINFUL,1,[0]
SOULDIER,2,"[0, 1]"
SOULS PRO-,1,[1]
SOUTHWATER,1,[1]
SOVEREIGNE,1,[1]
SPA,1,[1]
SPAIN,1,[1]
SPECIAL COMMAND,1,[1]
SPECIES,1,[0]
SPECIOUS TITLES,1,[0]
SPEECH,1,[0]
SPIRIT,2,"[0, 1]"
SPIRITS,1,[0]
SPIRITS TOUCH-STONE,1,[1]
SPURRE,1,[1]
ST ANDREWS,1,[1]
ST MATHEWS GOSPEL,1,[1]
ST PAULS CHURCH-YARD,1,[0]
ST PAULS CHURCHYARD,1,[0]
STARRE,2,"[0, 1]"
STARRES,1,[0]
STIRRUP MATHEMAT,1,[1]
STONE,1,[1]
STONE IBERUS,1,[1]
STONE TAGI,1,[1]
STONE TAGUS,1,[1]
STONES,1,[1]
STRANGE WORKS,1,[0]
STRONG AFFECTIONS,1,[0]
STRONG BODY,2,"[0, 1]"
STRONG CONTRITION,1,[1]
STRONG FANCY,1,[0]
STRONG INTELLECT,1,[0]
STRONG MOTION,1,[1]
SUBJECT,2,"[0, 1]"
SUBLIMATE POWERS,1,[0]
SUBTIL UNTO,1,[0]
SUCH ACUTE THINGS,1,[1]
SUCH ADMIRABLE OPERATIONS,1,[0]
SUCH BASTARD BIRTHS,1,[0]
SUCH BASTARD BURDENS,1,[0]
SUCH BOOKS,1,[0]
SUCH EXCELLENT MATTERS,1,[1]
SUCH INTENTION,1,[0]
SUCH MATERIALS,1,[0]
SUCH MEN,1,[0]
SUCH NATURAL INSTRUMENTS,1,[0]
SUCH OPERATIONS,1,[0]
SUCH PERSONS,1,[0]
SUCH SECRETS,1,[0]
SUCH SPIRITS,1,[0]
SUCH STUFF,1,[0]
SUCH SUFFICENCIES,1,[1]
SUCH THINGS,2,"[0, 1]"
SUCH WEIGHTY CONSEQUENCE,1,[1]
SUCH WON-DERFULL THINGS,1,[0]
SUCH WORK,1,[0]
SULPHUR FUSIBILE,1,[1]
SUN,1,[0]
SUNNE,1,[1]
SUPERFLUOUS SUBJECTS,1,[0]
SUPREAM PRINCE,1,[1]
SURGERY,1,[1]
SUSSEX,1,[1]
SWANSEY,1,[1]
SWEET WATER,1,[1]
T H E,1,[0]
T H E J U D G,1,[0]
T H E READER,1,[0]
T H E TRANSLATOR T,1,[0]
T U R E,1,[0]
TECHNE,1,[0]
TEMPERATE ACUTENESSE,1,[1]
TERMINUS,1,[1]
TERMINUS OVI,1,[1]
TERRESTREITAS,1,[1]
TERTIA SPECIE,1,[0]
TESTIMONY,1,[0]
TEXT,1,[0]
THING HITHERTO,1,[0]
THINGS EMIT,1,[0]
THINGS HEAT,1,[0]
THINGS LIE,1,[0]
THO,1,[1]
THORNHILL,1,[1]
THUNDER,1,[0]
THY READING,1,[0]
TIMBER,1,[1]
TIMES PAST,1,[0]
TIMES WHEREIN,1,[0]
TIN,1,[1]
TO,1,[0]
TONGUE,1,[1]
TRANSCRIBED,1,[0]
TRIANGLES,1,[1]
TRUE GOVERNMENT,1,[1]
TRUMPET,1,[1]
TRUTH THEREIN,1,[0]
TRYAL,1,[0]
TRYALL HEREOF,1,[1]
TUM,1,[1]
TWENTIETH DEGREE,1,[0]
U R UV,1,[1]
ULTIMATE CIRCUIT,1,[1]
UNIONE,1,[1]
UNIVERSAL MEDICINE,1,[1]
UNIVERSAL QUADRANT,1,[1]
UNWORTHY GENERATION,1,[0]
URINE,1,[1]
USEFUL INSTRUCTIONS,1,[1]
UT,1,[1]
UTRIET SULPHURIS,1,[1]
UTTERMOST LIMIT,1,[1]
VARIOUS OPERATIONS,1,[1]
VAST ARMY,1,[0]
VAST ERROUR,1,[0]
VAST LEARNING,1,[0]
VAST MISTAKE,1,[0]
VASTER BENEFIT,1,[0]
VEGETAB,1,[0]
VEHEMENT DESIRE,1,[0]
VEHEMENT FANCY,1,[0]
VEHEMENT UNION,1,[1]
VENUS,1,[1]
VIGERIUS PRECEPTES,1,[1]
VIGILIA,1,[0]
VIGINTI QUAT,1,[1]
VIR,1,[1]
VIRTUE,1,[0]
VIRTUES,2,"[0, 1]"
VISIONS,1,[1]
VIVA MAGNUM HABET VIRTUTEM,1,[0]
VOCALE,1,[0]
VOWELS,1,[1]
